eval,time_s,cur,best,M1,M2,M3
10155,8.60708737373352,0.0,0.0,0.0,0.0,0.0
10160,8.607089042663574,0.0,0.0,0.0,0.0,0.0
10165,8.616985321044922,0.0,0.0,0.0,0.0,0.0
10170,8.616987943649292,0.0,0.0,0.0,0.0,0.0
10175,8.616989612579346,0.0,0.0,0.0,0.0,0.0
10180,8.62790560722351,0.0,0.0,0.0,0.0,0.0
10185,8.62790822982788,0.0,0.0,0.0,0.0,0.0
10190,8.627909898757935,0.0,0.0,0.0,0.0,0.0
10195,8.637819290161133,0.0,0.0,0.0,0.0,0.0
10200,8.637821912765503,0.0,0.0,0.0,0.0,0.0
10205,8.637823581695557,0.0,0.0,0.0,0.0,0.0
10210,8.64923644065857,0.0,0.0,0.0,0.0,0.0
10215,8.64923906326294,0.0,0.0,0.0,0.0,0.0
10220,8.649240970611572,0.0,0.0,0.0,0.0,0.0
10225,8.649242877960205,0.0,0.0,0.0,0.0,0.0
10230,8.659151554107666,0.0,0.0,0.0,0.0,0.0
10235,8.659153938293457,0.0,0.0,0.0,0.0,0.0
10240,8.65915560722351,0.0,0.0,0.0,0.0,0.0
10245,8.668775796890259,0.0,0.0,0.0,0.0,0.0
10250,8.66877818107605,0.0,0.0,0.0,0.0,0.0
10255,8.668779850006104,0.0,0.0,0.0,0.0,0.0
10260,8.679237842559814,0.0,0.0,0.0,0.0,0.0
10265,8.679239749908447,0.0,0.0,0.0,0.0,0.0
10270,8.67924165725708,0.0,0.0,0.0,0.0,0.0
10275,8.6896390914917,0.0,0.0,0.0,0.0,0.0
10280,8.68964171409607,0.0,0.0,0.0,0.0,0.0
10285,8.689643383026123,0.0,0.0,0.0,0.0,0.0
10290,8.699280977249146,0.0,0.0,0.0,0.0,0.0
10295,8.699283599853516,0.0,0.0,0.0,0.0,0.0
10300,8.699285745620728,0.0,0.0,0.0,0.0,0.0
10305,8.699287176132202,0.0,0.0,0.0,0.0,0.0
10310,8.711024045944214,0.0,0.0,0.0,0.0,0.0
10315,8.711026668548584,0.0,0.0,0.0,0.0,0.0
10320,8.711028337478638,0.0,0.0,0.0,0.0,0.0
10325,8.722110748291016,0.0,0.0,0.0,0.0,0.0
10330,8.722112894058228,0.0,0.0,0.0,0.0,0.0
10335,8.72211480140686,0.0,0.0,0.0,0.0,0.0
10340,8.732213973999023,0.0,0.0,0.0,0.0,0.0
10345,8.732216358184814,0.0,0.0,0.0,0.0,0.0
10350,8.732218265533447,0.0,0.0,0.0,0.0,0.0
10355,8.7436363697052,0.0,0.0,0.0,0.0,0.0
10360,8.74363899230957,0.0,0.0,0.0,0.0,0.0
10365,8.743640661239624,0.0,0.0,0.0,0.0,0.0
10370,8.754328727722168,0.0,0.0,0.0,0.0,0.0
10375,8.754331350326538,0.0,0.0,0.0,0.0,0.0
10380,8.754333257675171,0.0,0.0,0.0,0.0,0.0
10385,8.754335165023804,0.0,0.0,0.0,0.0,0.0
10390,8.764357566833496,0.0,0.0,0.0,0.0,0.0
10395,8.764359951019287,0.0,0.0,0.0,0.0,0.0
10400,8.76436161994934,0.0,0.0,0.0,0.0,0.0
10405,8.774966955184937,0.0,0.0,0.0,0.0,0.0
10410,8.774969577789307,0.0,0.0,0.0,0.0,0.0
10415,8.77497124671936,0.0,0.0,0.0,0.0,0.0
10420,8.785479307174683,0.0,0.0,0.0,0.0,0.0
10425,8.785481929779053,0.0,0.0,0.0,0.0,0.0
10430,8.785483598709106,0.0,0.0,0.0,0.0,0.0
10435,8.795228004455566,0.0,0.0,0.0,0.0,0.0
10440,8.795230627059937,0.0,0.0,0.0,0.0,0.0
10445,8.795232772827148,0.0,0.0,0.0,0.0,0.0
10450,8.80561089515686,0.0,0.0,0.0,0.0,0.0
10455,8.80561351776123,0.0,0.0,0.0,0.0,0.0
10460,8.805615425109863,0.0,0.0,0.0,0.0,0.0
10465,8.805617094039917,0.0,0.0,0.0,0.0,0.0
10470,8.81648874282837,0.0,0.0,0.0,0.0,0.0
10475,8.816490888595581,0.0,0.0,0.0,0.0,0.0
10480,8.816492795944214,0.0,0.0,0.0,0.0,0.0
10485,8.82798719406128,0.0,0.0,0.0,0.0,0.0
10490,8.827989101409912,0.0,0.0,0.0,0.0,0.0
10495,8.827991247177124,0.0,0.0,0.0,0.0,0.0
10500,8.83835744857788,0.0,0.0,0.0,0.0,0.0
10505,8.838360071182251,0.0,0.0,0.0,0.0,0.0
10510,8.838361740112305,0.0,0.0,0.0,0.0,0.0
10515,8.848164558410645,0.0,0.0,0.0,0.0,0.0
10520,8.848167181015015,0.0,0.0,0.0,0.0,0.0
10525,8.848168849945068,0.0,0.0,0.0,0.0,0.0
10530,8.858550548553467,0.0,0.0,0.0,0.0,0.0
10535,8.858552932739258,0.0,0.0,0.0,0.0,0.0
10540,8.85855507850647,0.0,0.0,0.0,0.0,0.0
10545,8.858556509017944,0.0,0.0,0.0,0.0,0.0
10550,8.870031833648682,0.0,0.0,0.0,0.0,0.0
10555,8.870034217834473,0.0,0.0,0.0,0.0,0.0
10560,8.870035886764526,0.0,0.0,0.0,0.0,0.0
10565,8.882879972457886,0.0,0.0,0.0,0.0,0.0
10570,8.882882118225098,0.0,0.0,0.0,0.0,0.0
10575,8.88288402557373,0.0,0.0,0.0,0.0,0.0
10580,8.900013446807861,0.0,0.0,0.0,0.0,0.0
10585,8.900016069412231,0.0,0.0,0.0,0.0,0.0
10590,8.900017738342285,0.0,0.0,0.0,0.0,0.0
10595,8.9096360206604,0.0,0.0,0.0,0.0,0.0
10600,8.90963864326477,0.0,0.0,0.0,0.0,0.0
10605,8.909640312194824,0.0,0.0,0.0,0.0,0.0
10610,8.926373958587646,0.0,0.0,0.0,0.0,0.0
10615,8.926376581192017,0.0,0.0,0.0,0.0,0.0
10620,8.92637848854065,0.0,0.0,0.0,0.0,0.0
10625,8.926380395889282,0.0,0.0,0.0,0.0,0.0
10630,8.94435977935791,0.0,0.0,0.0,0.0,0.0
10635,8.944362163543701,0.0,0.0,0.0,0.0,0.0
10640,8.944364070892334,0.0,0.0,0.0,0.0,0.0
10645,9.07077670097351,0.0,0.0,0.0,0.0,0.0
10650,9.070779085159302,0.0,0.0,0.0,0.0,0.0
10655,9.070780992507935,0.0,0.0,0.0,0.0,0.0
10660,9.080713748931885,0.0,0.0,0.0,0.0,0.0
10665,9.080715894699097,0.0,0.0,0.0,0.0,0.0
10670,9.08071780204773,0.0,0.0,0.0,0.0,0.0
10675,9.0907142162323,0.0,0.0,0.0,0.0,0.0
10680,9.09071683883667,0.0,0.0,0.0,0.0,0.0
10685,9.090718746185303,0.0,0.0,0.0,0.0,0.0
10690,9.100564002990723,0.0,0.0,0.0,0.0,0.0
10695,9.100566625595093,0.0,0.0,0.0,0.0,0.0
10700,9.100568532943726,0.0,0.0,0.0,0.0,0.0
10705,9.1005699634552,0.0,0.0,0.0,0.0,0.0
10710,9.110372066497803,0.0,0.0,0.0,0.0,0.0
10715,9.110374212265015,0.0,0.0,0.0,0.0,0.0
10720,9.110376119613647,0.0,0.0,0.0,0.0,0.0
10725,9.120239973068237,0.0,0.0,0.0,0.0,0.0
10730,9.120242357254028,0.0,0.0,0.0,0.0,0.0
10735,9.120244264602661,0.0,0.0,0.0,0.0,0.0
10740,9.130715131759644,0.0,0.0,0.0,0.0,0.0
10745,9.130717277526855,0.0,0.0,0.0,0.0,0.0
10750,9.130719184875488,0.0,0.0,0.0,0.0,0.0
10755,9.140779972076416,0.0,0.0,0.0,0.0,0.0
10760,9.140782594680786,0.0,0.0,0.0,0.0,0.0
10765,9.140784502029419,0.0,0.0,0.0,0.0,0.0
10770,9.151064157485962,0.0,0.0,0.0,0.0,0.0
10775,9.151067018508911,0.0,0.0,0.0,0.0,0.0
10780,9.151068925857544,0.0,0.0,0.0,0.0,0.0
10785,9.151070594787598,0.0,0.0,0.0,0.0,0.0
10790,9.162116050720215,0.0,0.0,0.0,0.0,0.0
10795,9.162118434906006,0.0,0.0,0.0,0.0,0.0
10800,9.16212010383606,0.0,0.0,0.0,0.0,0.0
10805,9.173527240753174,0.0,0.0,0.0,0.0,0.0
10810,9.173529863357544,0.0,0.0,0.0,0.0,0.0
10815,9.173531532287598,0.0,0.0,0.0,0.0,0.0
10820,9.183840990066528,0.0,0.0,0.0,0.0,0.0
10825,9.18384337425232,0.0,0.0,0.0,0.0,0.0
10830,9.183845043182373,0.0,0.0,0.0,0.0,0.0
10835,9.193630933761597,0.0,0.0,0.0,0.0,0.0
10840,9.193633556365967,0.0,0.0,0.0,0.0,0.0
10845,9.19363522529602,0.0,0.0,0.0,0.0,0.0
10850,9.203275442123413,0.0,0.0,0.0,0.0,0.0
10855,9.203278064727783,0.0,0.0,0.0,0.0,0.0
10860,9.203279733657837,0.0,0.0,0.0,0.0,0.0
10865,9.20328164100647,0.0,0.0,0.0,0.0,0.0
10870,9.213167190551758,0.0,0.0,0.0,0.0,0.0
10875,9.213169574737549,0.0,0.0,0.0,0.0,0.0
10880,9.213171482086182,0.0,0.0,0.0,0.0,0.0
10885,9.223734855651855,0.0,0.0,0.0,0.0,0.0
10890,9.223737239837646,0.0,0.0,0.0,0.0,0.0
10895,9.22373914718628,0.0,0.0,0.0,0.0,0.0
10900,9.235179662704468,0.0,0.0,0.0,0.0,0.0
10905,9.235182285308838,0.0,0.0,0.0,0.0,0.0
10910,9.235183954238892,0.0,0.0,0.0,0.0,0.0
10915,9.246418714523315,0.0,0.0,0.0,0.0,0.0
10920,9.246420860290527,0.0,0.0,0.0,0.0,0.0
10925,9.24642276763916,0.0,0.0,0.0,0.0,0.0
10930,9.25656247138977,0.0,0.0,0.0,0.0,0.0
10935,9.256564855575562,0.0,0.0,0.0,0.0,0.0
10940,9.256566762924194,0.0,0.0,0.0,0.0,0.0
10945,9.256568431854248,0.0,0.0,0.0,0.0,0.0
10950,9.267173528671265,0.0,0.0,0.0,0.0,0.0
10955,9.267175912857056,0.0,0.0,0.0,0.0,0.0
10960,9.26717758178711,0.0,0.0,0.0,0.0,0.0
10965,9.277327060699463,0.0,0.0,0.0,0.0,0.0
10970,9.277328968048096,0.0,0.0,0.0,0.0,0.0
10975,9.277331113815308,0.0,0.0,0.0,0.0,0.0
10980,9.287638187408447,0.0,0.0,0.0,0.0,0.0
10985,9.287640571594238,0.0,0.0,0.0,0.0,0.0
10990,9.287642240524292,0.0,0.0,0.0,0.0,0.0
10995,9.300775527954102,0.0,0.0,0.0,0.0,0.0
11000,9.300778150558472,0.0,0.0,0.0,0.0,0.0
11005,9.300780057907104,0.0,0.0,0.0,0.0,0.0
11010,9.311557054519653,0.0,0.0,0.0,0.0,0.0
11015,9.311559677124023,0.0,0.0,0.0,0.0,0.0
11020,9.311561584472656,0.0,0.0,0.0,0.0,0.0
11025,9.31156325340271,0.0,0.0,0.0,0.0,0.0
11030,9.322043657302856,0.0,0.0,0.0,0.0,0.0
11035,9.322045803070068,0.0,0.0,0.0,0.0,0.0
11040,9.322047710418701,0.0,0.0,0.0,0.0,0.0
11045,9.333107709884644,0.0,0.0,0.0,0.0,0.0
11050,9.333109855651855,0.0,0.0,0.0,0.0,0.0
11055,9.333111763000488,0.0,0.0,0.0,0.0,0.0
11060,9.343256950378418,0.0,0.0,0.0,0.0,0.0
11065,9.343259572982788,0.0,0.0,0.0,0.0,0.0
11070,9.343261003494263,0.0,0.0,0.0,0.0,0.0
11075,9.35428524017334,0.0,0.0,0.0,0.0,0.0
11080,9.35428786277771,0.0,0.0,0.0,0.0,0.0
11085,9.354289531707764,0.0,0.0,0.0,0.0,0.0
11090,9.365371227264404,0.0,0.0,0.0,0.0,0.0
11095,9.365374088287354,0.0,0.0,0.0,0.0,0.0
11100,9.365375995635986,0.0,0.0,0.0,0.0,0.0
11105,9.365377426147461,0.0,0.0,0.0,0.0,0.0
11110,9.37678074836731,0.0,0.0,0.0,0.0,0.0
11115,9.376782894134521,0.0,0.0,0.0,0.0,0.0
11120,9.376784801483154,0.0,0.0,0.0,0.0,0.0
11125,9.388216257095337,0.0,0.0,0.0,0.0,0.0
11130,9.388218641281128,0.0,0.0,0.0,0.0,0.0
11135,9.388220310211182,0.0,0.0,0.0,0.0,0.0
11140,9.39821195602417,0.0,0.0,0.0,0.0,0.0
11145,9.398214340209961,0.0,0.0,0.0,0.0,0.0
11150,9.398216009140015,0.0,0.0,0.0,0.0,0.0
11155,9.410846471786499,0.0,0.0,0.0,0.0,0.0
11160,9.410848617553711,0.0,0.0,0.0,0.0,0.0
11165,9.410850524902344,0.0,0.0,0.0,0.0,0.0
11170,9.421818971633911,0.0,0.0,0.0,0.0,0.0
11175,9.421821594238281,0.0,0.0,0.0,0.0,0.0
11180,9.421823740005493,0.0,0.0,0.0,0.0,0.0
11185,9.421825170516968,0.0,0.0,0.0,0.0,0.0
11190,9.433093786239624,0.0,0.0,0.0,0.0,0.0
11195,9.433096170425415,0.0,0.0,0.0,0.0,0.0
11200,9.433097839355469,0.0,0.0,0.0,0.0,0.0
11205,9.444293975830078,0.0,0.0,0.0,0.0,0.0
11210,9.44429636001587,0.0,0.0,0.0,0.0,0.0
11215,9.444298267364502,0.0,0.0,0.0,0.0,0.0
11220,9.455669403076172,0.0,0.0,0.0,0.0,0.0
11225,9.455671787261963,0.0,0.0,0.0,0.0,0.0
11230,9.455673694610596,0.0,0.0,0.0,0.0,0.0
11235,9.466453075408936,0.0,0.0,0.0,0.0,0.0
11240,9.466455698013306,0.0,0.0,0.0,0.0,0.0
11245,9.466457605361938,0.0,0.0,0.0,0.0,0.0
11250,9.4775230884552,0.0,0.0,0.0,0.0,0.0
11255,9.47752571105957,0.0,0.0,0.0,0.0,0.0
11260,9.477527379989624,0.0,0.0,0.0,0.0,0.0
11265,9.477529287338257,0.0,0.0,0.0,0.0,0.0
11270,9.48807406425476,0.0,0.0,0.0,0.0,0.0
11275,9.488076448440552,0.0,0.0,0.0,0.0,0.0
11280,9.488078355789185,0.0,0.0,0.0,0.0,0.0
11285,9.499574422836304,0.0,0.0,0.0,0.0,0.0
11290,9.499576807022095,0.0,0.0,0.0,0.0,0.0
11295,9.499578475952148,0.0,0.0,0.0,0.0,0.0
11300,9.51103401184082,0.0,0.0,0.0,0.0,0.0
11305,9.51103663444519,0.0,0.0,0.0,0.0,0.0
11310,9.511038303375244,0.0,0.0,0.0,0.0,0.0
11315,9.52155327796936,0.0,0.0,0.0,0.0,0.0
11320,9.52155590057373,0.0,0.0,0.0,0.0,0.0
11325,9.521557569503784,0.0,0.0,0.0,0.0,0.0
11330,9.532633304595947,0.0,0.0,0.0,0.0,0.0
11335,9.532635927200317,0.0,0.0,0.0,0.0,0.0
11340,9.53263783454895,0.0,0.0,0.0,0.0,0.0
11345,9.532639503479004,0.0,0.0,0.0,0.0,0.0
11350,9.544156551361084,0.0,0.0,0.0,0.0,0.0
11355,9.544158935546875,0.0,0.0,0.0,0.0,0.0
11360,9.544160604476929,0.0,0.0,0.0,0.0,0.0
11365,9.554518699645996,0.0,0.0,0.0,0.0,0.0
11370,9.554521083831787,0.0,0.0,0.0,0.0,0.0
11375,9.55452275276184,0.0,0.0,0.0,0.0,0.0
11380,9.565953254699707,0.0,0.0,0.0,0.0,0.0
11385,9.565955400466919,0.0,0.0,0.0,0.0,0.0
11390,9.565957307815552,0.0,0.0,0.0,0.0,0.0
11395,9.576513767242432,0.0,0.0,0.0,0.0,0.0
11400,9.576516389846802,0.0,0.0,0.0,0.0,0.0
11405,9.576518058776855,0.0,0.0,0.0,0.0,0.0
11410,9.5862717628479,0.0,0.0,0.0,0.0,0.0
11415,9.586274147033691,0.0,0.0,0.0,0.0,0.0
11420,9.586276292800903,0.0,0.0,0.0,0.0,0.0
11425,9.586277723312378,0.0,0.0,0.0,0.0,0.0
11430,9.596750020980835,0.0,0.0,0.0,0.0,0.0
11435,9.596752405166626,0.0,0.0,0.0,0.0,0.0
11440,9.59675407409668,0.0,0.0,0.0,0.0,0.0
11445,9.607338428497314,0.0,0.0,0.0,0.0,0.0
11450,9.607340812683105,0.0,0.0,0.0,0.0,0.0
11455,9.60734248161316,0.0,0.0,0.0,0.0,0.0
11460,9.617883920669556,0.0,0.0,0.0,0.0,0.0
11465,9.617886304855347,0.0,0.0,0.0,0.0,0.0
11470,9.61788821220398,0.0,0.0,0.0,0.0,0.0
11475,9.629160642623901,0.0,0.0,0.0,0.0,0.0
11480,9.629163265228271,0.0,0.0,0.0,0.0,0.0
11485,9.629164934158325,0.0,0.0,0.0,0.0,0.0
11490,9.639554977416992,0.0,0.0,0.0,0.0,0.0
11495,9.639557838439941,0.0,0.0,0.0,0.0,0.0
11500,9.639559507369995,0.0,0.0,0.0,0.0,0.0
11505,9.639561414718628,0.0,0.0,0.0,0.0,0.0
11510,9.651019096374512,0.0,0.0,0.0,0.0,0.0
11515,9.651021718978882,0.0,0.0,0.0,0.0,0.0
11520,9.651023626327515,0.0,0.0,0.0,0.0,0.0
11525,9.661267042160034,0.0,0.0,0.0,0.0,0.0
11530,9.661269426345825,0.0,0.0,0.0,0.0,0.0
11535,9.661271333694458,0.0,0.0,0.0,0.0,0.0
11540,9.672118663787842,0.0,0.0,0.0,0.0,0.0
11545,9.672121047973633,0.0,0.0,0.0,0.0,0.0
11550,9.672122716903687,0.0,0.0,0.0,0.0,0.0
11555,9.6838538646698,0.0,0.0,0.0,0.0,0.0
11560,9.68385624885559,0.0,0.0,0.0,0.0,0.0
11565,9.683858156204224,0.0,0.0,0.0,0.0,0.0
11570,9.694819927215576,0.0,0.0,0.0,0.0,0.0
11575,9.694822549819946,0.0,0.0,0.0,0.0,0.0
11580,9.694824457168579,0.0,0.0,0.0,0.0,0.0
11585,9.694826126098633,0.0,0.0,0.0,0.0,0.0
11590,9.706315040588379,0.0,0.0,0.0,0.0,0.0
11595,9.70631718635559,0.0,0.0,0.0,0.0,0.0
11600,9.706319093704224,0.0,0.0,0.0,0.0,0.0
11605,9.71690821647644,0.0,0.0,0.0,0.0,0.0
11610,9.716910600662231,0.0,0.0,0.0,0.0,0.0
11615,9.716912269592285,0.0,0.0,0.0,0.0,0.0
11620,9.727052927017212,0.0,0.0,0.0,0.0,0.0
11625,9.727055311203003,0.0,0.0,0.0,0.0,0.0
11630,9.727056980133057,0.0,0.0,0.0,0.0,0.0
11635,9.737508535385132,0.0,0.0,0.0,0.0,0.0
11640,9.737511157989502,0.0,0.0,0.0,0.0,0.0
11645,9.737512826919556,0.0,0.0,0.0,0.0,0.0
11650,9.74830937385559,0.0,0.0,0.0,0.0,0.0
11655,9.74831223487854,0.0,0.0,0.0,0.0,0.0
11660,9.748314142227173,0.0,0.0,0.0,0.0,0.0
11665,9.748315572738647,0.0,0.0,0.0,0.0,0.0
11670,9.758665800094604,0.0,0.0,0.0,0.0,0.0
11675,9.758668184280396,0.0,0.0,0.0,0.0,0.0
11680,9.758670091629028,0.0,0.0,0.0,0.0,0.0
11685,9.769226789474487,0.0,0.0,0.0,0.0,0.0
11690,9.7692289352417,0.0,0.0,0.0,0.0,0.0
11695,9.769230842590332,0.0,0.0,0.0,0.0,0.0
11700,9.779420852661133,0.0,0.0,0.0,0.0,0.0
11705,9.779423475265503,0.0,0.0,0.0,0.0,0.0
11710,9.779425144195557,0.0,0.0,0.0,0.0,0.0
11715,9.790334939956665,0.0,0.0,0.0,0.0,0.0
11720,9.790337562561035,0.0,0.0,0.0,0.0,0.0
11725,9.790339231491089,0.0,0.0,0.0,0.0,0.0
11730,9.800854206085205,0.0,0.0,0.0,0.0,0.0
11735,9.800856828689575,0.0,0.0,0.0,0.0,0.0
11740,9.800858736038208,0.0,0.0,0.0,0.0,0.0
11745,9.800874710083008,0.0,0.0,0.0,0.0,0.0
11750,9.811882972717285,0.0,0.0,0.0,0.0,0.0
11755,9.811885356903076,0.0,0.0,0.0,0.0,0.0
11760,9.81188702583313,0.0,0.0,0.0,0.0,0.0
11765,9.823441743850708,0.0,0.0,0.0,0.0,0.0
11770,9.823444128036499,0.0,0.0,0.0,0.0,0.0
11775,9.823446035385132,0.0,0.0,0.0,0.0,0.0
11780,9.833555698394775,0.0,0.0,0.0,0.0,0.0
11785,9.833557844161987,0.0,0.0,0.0,0.0,0.0
11790,9.83355975151062,0.0,0.0,0.0,0.0,0.0
11795,9.844082593917847,0.0,0.0,0.0,0.0,0.0
11800,9.844084978103638,0.0,0.0,0.0,0.0,0.0
11805,9.84408688545227,0.0,0.0,0.0,0.0,0.0
11810,9.855018138885498,0.0,0.0,0.0,0.0,0.0
11815,9.855020761489868,0.0,0.0,0.0,0.0,0.0
11820,9.855022430419922,0.0,0.0,0.0,0.0,0.0
11825,9.855024337768555,0.0,0.0,0.0,0.0,0.0
11830,9.865350008010864,0.0,0.0,0.0,0.0,0.0
11835,9.865352153778076,0.0,0.0,0.0,0.0,0.0
11840,9.865354061126709,0.0,0.0,0.0,0.0,0.0
11845,9.876315832138062,0.0,0.0,0.0,0.0,0.0
11850,9.876318216323853,0.0,0.0,0.0,0.0,0.0
11855,9.876319885253906,0.0,0.0,0.0,0.0,0.0
11860,9.886327028274536,0.0,0.0,0.0,0.0,0.0
11865,9.886329174041748,0.0,0.0,0.0,0.0,0.0
11870,9.88633108139038,0.0,0.0,0.0,0.0,0.0
11875,9.897508382797241,0.0,0.0,0.0,0.0,0.0
11880,9.897510766983032,0.0,0.0,0.0,0.0,0.0
11885,9.897512674331665,0.0,0.0,0.0,0.0,0.0
11890,9.908358097076416,0.0,0.0,0.0,0.0,0.0
11895,9.908360719680786,0.0,0.0,0.0,0.0,0.0
11900,9.90836238861084,0.0,0.0,0.0,0.0,0.0
11905,9.908364057540894,0.0,0.0,0.0,0.0,0.0
11910,9.919328212738037,0.0,0.0,0.0,0.0,0.0
11915,9.919330596923828,0.0,0.0,0.0,0.0,0.0
11920,9.919332265853882,0.0,0.0,0.0,0.0,0.0
11925,9.92947506904602,0.0,0.0,0.0,0.0,0.0
11930,9.929477214813232,0.0,0.0,0.0,0.0,0.0
11935,9.929479122161865,0.0,0.0,0.0,0.0,0.0
11940,9.939169883728027,0.0,0.0,0.0,0.0,0.0
11945,9.939172267913818,0.0,0.0,0.0,0.0,0.0
11950,9.939174175262451,0.0,0.0,0.0,0.0,0.0
11955,9.94959568977356,0.0,0.0,0.0,0.0,0.0
11960,9.94959807395935,0.0,0.0,0.0,0.0,0.0
11965,9.949600219726562,0.0,0.0,0.0,0.0,0.0
11970,9.959785223007202,0.0,0.0,0.0,0.0,0.0
11975,9.959787845611572,0.0,0.0,0.0,0.0,0.0
11980,9.959789752960205,0.0,0.0,0.0,0.0,0.0
11985,9.95979118347168,0.0,0.0,0.0,0.0,0.0
11990,9.970731973648071,0.0,0.0,0.0,0.0,0.0
11995,9.970734357833862,0.0,0.0,0.0,0.0,0.0
12000,9.970736026763916,0.0,0.0,0.0,0.0,0.0
12005,9.982070446014404,0.0,0.0,0.0,0.0,0.0
12010,9.982072830200195,0.0,0.0,0.0,0.0,0.0
12015,9.98207426071167,0.0,0.0,0.0,0.0,0.0
12020,9.992388010025024,0.0,0.0,0.0,0.0,0.0
12025,9.992390155792236,0.0,0.0,0.0,0.0,0.0
12030,9.99239182472229,0.0,0.0,0.0,0.0,0.0
12035,10.003728866577148,0.0,0.0,0.0,0.0,0.0
12040,10.00373101234436,0.0,0.0,0.0,0.0,0.0
12045,10.003732919692993,0.0,0.0,0.0,0.0,0.0
12050,10.016493082046509,0.0,0.0,0.0,0.0,0.0
12055,10.0164954662323,0.0,0.0,0.0,0.0,0.0
12060,10.016497611999512,0.0,0.0,0.0,0.0,0.0
12065,10.016499042510986,0.0,0.0,0.0,0.0,0.0
12070,10.027906894683838,0.0,0.0,0.0,0.0,0.0
12075,10.027909278869629,0.0,0.0,0.0,0.0,0.0
12080,10.027911186218262,0.0,0.0,0.0,0.0,0.0
12085,10.038166284561157,0.0,0.0,0.0,0.0,0.0
12090,10.03816843032837,0.0,0.0,0.0,0.0,0.0
12095,10.038170337677002,0.0,0.0,0.0,0.0,0.0
12100,10.050137281417847,0.0,0.0,0.0,0.0,0.0
12105,10.050139904022217,0.0,0.0,0.0,0.0,0.0
12110,10.05014157295227,0.0,0.0,0.0,0.0,0.0
12115,10.060539722442627,0.0,0.0,0.0,0.0,0.0
12120,10.060542345046997,0.0,0.0,0.0,0.0,0.0
12125,10.060544490814209,0.0,0.0,0.0,0.0,0.0
12130,10.072149515151978,0.0,0.0,0.0,0.0,0.0
12135,10.072152137756348,0.0,0.0,0.0,0.0,0.0
12140,10.07215404510498,0.0,0.0,0.0,0.0,0.0
12145,10.072155714035034,0.0,0.0,0.0,0.0,0.0
12150,10.083974361419678,0.0,0.0,0.0,0.0,0.0
12155,10.083976745605469,0.0,0.0,0.0,0.0,0.0
12160,10.083978414535522,0.0,0.0,0.0,0.0,0.0
12165,10.09373426437378,0.0,0.0,0.0,0.0,0.0
12170,10.09373664855957,0.0,0.0,0.0,0.0,0.0
12175,10.093738317489624,0.0,0.0,0.0,0.0,0.0
12180,10.103586196899414,0.0,0.0,0.0,0.0,0.0
12185,10.103588819503784,0.0,0.0,0.0,0.0,0.0
12190,10.103590488433838,0.0,0.0,0.0,0.0,0.0
12195,10.113475799560547,0.0,0.0,0.0,0.0,0.0
12200,10.113478660583496,0.0,0.0,0.0,0.0,0.0
12205,10.11348032951355,0.0,0.0,0.0,0.0,0.0
12210,10.12345290184021,0.0,0.0,0.0,0.0,0.0
12215,10.12345576286316,0.0,0.0,0.0,0.0,0.0
12220,10.123457431793213,0.0,0.0,0.0,0.0,0.0
12225,10.123459339141846,0.0,0.0,0.0,0.0,0.0
12230,10.133987426757812,0.0,0.0,0.0,0.0,0.0
12235,10.133990049362183,0.0,0.0,0.0,0.0,0.0
12240,10.133991956710815,0.0,0.0,0.0,0.0,0.0
12245,10.143779993057251,0.0,0.0,0.0,0.0,0.0
12250,10.143782377243042,0.0,0.0,0.0,0.0,0.0
12255,10.143783807754517,0.0,0.0,0.0,0.0,0.0
12260,10.154325008392334,0.0,0.0,0.0,0.0,0.0
12265,10.154327154159546,0.0,0.0,0.0,0.0,0.0
12270,10.154329061508179,0.0,0.0,0.0,0.0,0.0
12275,10.164193153381348,0.0,0.0,0.0,0.0,0.0
12280,10.164195775985718,0.0,0.0,0.0,0.0,0.0
12285,10.164197444915771,0.0,0.0,0.0,0.0,0.0
12290,10.174042224884033,0.0,0.0,0.0,0.0,0.0
12295,10.174044847488403,0.0,0.0,0.0,0.0,0.0
12300,10.174046993255615,0.0,0.0,0.0,0.0,0.0
12305,10.17404842376709,0.0,0.0,0.0,0.0,0.0
12310,10.183769702911377,0.0,0.0,0.0,0.0,0.0
12315,10.183772087097168,0.0,0.0,0.0,0.0,0.0
12320,10.1837739944458,0.0,0.0,0.0,0.0,0.0
12325,10.193619012832642,0.0,0.0,0.0,0.0,0.0
12330,10.193621397018433,0.0,0.0,0.0,0.0,0.0
12335,10.193623542785645,0.0,0.0,0.0,0.0,0.0
12340,10.20456838607788,0.0,0.0,0.0,0.0,0.0
12345,10.204570770263672,0.0,0.0,0.0,0.0,0.0
12350,10.204572677612305,0.0,0.0,0.0,0.0,0.0
12355,10.214803218841553,0.0,0.0,0.0,0.0,0.0
12360,10.214805841445923,0.0,0.0,0.0,0.0,0.0
12365,10.214808225631714,0.0,0.0,0.0,0.0,0.0
12370,10.226337432861328,0.0,0.0,0.0,0.0,0.0
12375,10.226340055465698,0.0,0.0,0.0,0.0,0.0
12380,10.226341962814331,0.0,0.0,0.0,0.0,0.0
12385,10.226343870162964,0.0,0.0,0.0,0.0,0.0
12390,10.236464500427246,0.0,0.0,0.0,0.0,0.0
12395,10.236466884613037,0.0,0.0,0.0,0.0,0.0
12400,10.23646855354309,0.0,0.0,0.0,0.0,0.0
